X,Area,Year,Date,Type,Sub.Area,Address,AddressArea,coordinates,latitude,longitude,BuildingType,LandArea,Pricepsf,Price,BuiltUp,State,CityArea.km2.,City.Town.Village,school.normalised,Population,CPI,Pop.Density,dis_Klcenter_km,time_Klcenter_min,dis_airport_km,time_airport_min,min_dist_hospital_2km,min_dist_school_2km,dist_conv_store_2km,dist_train_10km,dist_min_police_2km,dist_bus_500m,no_hospital_2km,no_train_station_10km,no_conv_store_2km,no_manufacturing_1km,no_manufacturing_500,no_police_2km,no_bus_station_500m,no_school_1km
2282,SERENDAH,2012,11/27/2012,Commercial,DAHLIA,JALAN BUNGA RAYA 1,"JALAN BUNGA RAYA 1, SERENDAH",3.0739528+101.4962292,3.0739528,101.4962292,SHOP UNIT,1603,84,135000,NA,Selengor,129,Town,0.00012995,28385.99,105,220.0464341,31.7,34.3,63.71,58.68,12000,169.69,226.1,2454.3,NA,NA,NA,7,20,0,0,5,NA,
2283,SERENDAH,2013,5/16/2013,Commercial,DAHLIA,KEDAI DAHLIA,"KEDAI DAHLIA, SERENDAH",2.9879814+101.3522034,2.9879814,101.3522034,SHOP UNIT,1603,62,100000,NA,Selengor,129,Town,0.00012995,29062.89,107.1,225.2937209,56.87,54.65,85.2,72.58,12000,1061.6,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2284,SERENDAH,2014,5/14/2014,Commercial,TERATAI,TERATAI APARTMENT,"TERATAI APARTMENT, SERENDAH",2.9973003+101.8070767,2.9973003,101.8070767,SHOP UNIT,971,154,150000,NA,Selengor,129,Town,0.00012995,29432.55,110.85,228.1593023,29.61,32.33,53.15,61.78,12000,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2285,SERENDAH,2014,1/8/14,Residential,MAWAR,JALAN MAWAR 3B,"JALAN MAWAR 3B, SERENDAH",2.9838541+101.8102096,2.9838541,101.8102096,BUNGALOW,8407,47,395000,NA,Selengor,129,Town,0.00012995,29432.55,110.85,228.1593023,29.17,39.57,60.74,58.95,12000,260.74,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2286,SERENDAH,2014,4/15/2014,Residential,MAWAR,JALAN MAWAR 3A/3,"JALAN MAWAR 3A/3, SERENDAH",3.2976782+101.6256228,3.2976782,101.6256228,BUNGALOW,9117,48,440000,NA,Selengor,129,Town,0.00012995,29432.55,110.85,228.1593023,23.67,24.18,95.22,78.03,6688.67,538.12,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,1
2287,SERENDAH,2014,2/28/2014,Commercial,TERATAI,JALAN BUNGA RAYA 3,"JALAN BUNGA RAYA 3, SERENDAH",3.379637+101.623451,3.379637,101.623451,SHOP UNIT,971,154,150000,NA,Selengor,129,Town,0.00012995,29432.55,110.85,228.1593023,40.09,48.33,109.56,90.57,12000,6000,1772.82,12000,NA,NA,NA,NA,1,0,0,NA,NA,
2288,SERENDAH,2015,11/11/15,Residential,DESA MELOR,JALAN MELOR 9,"JALAN MELOR 9, SERENDAH",3.0841427+101.4930745,3.0841427,101.4930745,SEMI-D,3197,63,200000,854,Selengor,129,Town,0.00012995,29815.1,114.35,231.1248062,33.11,35.45,65.11,59.82,12000,344.57,5000,3553.95,NA,NA,NA,7,NA,0,0,NA,NA,
2289,SERENDAH,2015,11/17/2015,Commercial,TERATAI,KEDAI TERATAI,"KEDAI TERATAI, SERENDAH",3.0738733+101.4882603,3.0738733,101.4882603,SHOP UNIT,924,87,80000,NA,Selengor,129,Town,0.00012995,29815.1,114.35,231.1248062,31.6,32.6,63.6,56.97,12000,170.48,5000,12000,NA,170.48,NA,NA,NA,20,0,NA,6,
2290,SERENDAH,2015,11/2/15,Residential,DESA KIAMBANG,JALAN KIAMBANG 1D,"JALAN KIAMBANG 1D, SERENDAH",3.0739444+101.6331293,3.0739444,101.6331293,SEMI-D,2400,83,200000,780,Selengor,129,Town,0.00012995,29815.1,114.35,231.1248062,17.26,22.48,64.01,57.77,12000,2856.34,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2293,SERENDAH,2015,11/18/2015,Residential,MELOR APARTMENT, JALAN INAI 7,"JALAN INAI 7, SERENDAH",3.2477249+101.6638794,3.2477249,101.6638794,APARTMENT,0,73,54000,743,Selengor,129,Town,0.00012995,29815.1,114.35,231.1248062,15.28,17.62,86.82,71.48,12000,198.23,5000,12000,NA,NA,NA,NA,NA,0,0,2,NA,
2294,SERENDAH,2015,10/19/2015,Residential,TAMAN TASIK TERATAI,JALAN TERATAI 2D,"JALAN TERATAI 2D, SERENDAH",2.9542615+101.324993,2.9542615,101.324993,TERRACE HOUSE,1302,259,220000,848,Selengor,129,Town,0.00012995,29815.1,114.35,231.1248062,59.06,57.88,86.79,73.12,12000,6000,5000,8944.13,NA,NA,NA,1,NA,0,0,NA,NA,
2300,SERENDAH,2016,8/16/2016,Residential,DESA MELOR,JALAN MELOR 10C,"JALAN MELOR 10C, SERENDAH",3.270398+101.6519833,3.270398,101.6519833,SEMI-D,5866,56,330000,855,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,19.76,21.3,91.31,75.15,3149.3,423.87,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2301,SERENDAH,2016,7/13/2016,Residential,PRIMA BERUNTUNG,JALAN ANGGERIK 2A,"JALAN ANGGERIK 2A, SERENDAH",3.079051+101.572479,3.079051,101.572479,BUNGALOW,4004,92,370000,NA,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,21.16,22.42,58.43,50.28,12000,471.08,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2302,SERENDAH,2016,11/1/16,Residential,DESA KIAMBANG, JALAN KIAMBANG 1D,"JALAN KIAMBANG 1D, SERENDAH",3.0739444+101.6331293,3.0739444,101.6331293,SEMI-D,2400,92,220000,780,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,17.26,22.48,64.01,57.77,12000,2856.34,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2310,SERENDAH,2016,2/19/2016,Residential,TAMAN TASIK TERATAI,JALAN TERATAI 2A,"JALAN TERATAI 2A, SERENDAH",2.9601652+101.8169959,2.9601652,101.8169959,TERRACE HOUSE,1302,261,165000,631,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,36.13,40.22,50.33,57.57,2776.33,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2312,SERENDAH,2016,9/15/2016,Residential,MELOR APARTMENT, JALAN INAI 7,"JALAN INAI 7, SERENDAH",3.2477249+101.6638794,3.2477249,101.6638794,APARTMENT,0,74,56000,753,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,15.28,17.62,86.82,71.48,12000,198.23,5000,12000,NA,NA,NA,NA,NA,0,0,2,NA,
2315,SERENDAH,2016,1/9/16,Residential,MELOR APARTMENT,MELOR APARTJALAN INAI 7,"MELOR APARTJALAN INAI 7, SERENDAH",2.8920804+101.8689001,2.8920804,101.8689001,APARTMENT,0,54,40000,743,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,46.76,51.03,41.87,54.98,12000,377.43,1594.9,8380.64,477.17,235.71,2,2,2,0,7,1,2,
2316,SERENDAH,2016,12/8/16,Residential,TERATAI, JALAN BUNGA RAYA 3,"JALAN BUNGA RAYA 3, SERENDAH",3.379637+101.623451,3.379637,101.623451,FLAT,0,62,40000,650,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,40.09,48.33,109.56,90.57,12000,6000,1772.82,12000,NA,NA,NA,NA,1,0,0,NA,NA,
2317,SERENDAH,2016,2/2/16,Residential,MELOR APARTMENT, JALAN INAI 7,"JALAN INAI 7, SERENDAH",3.2477249+101.6638794,3.2477249,101.6638794,APARTMENT,0,57,43000,753,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,15.28,17.62,86.82,71.48,12000,198.23,5000,12000,NA,NA,NA,NA,NA,0,0,2,NA,
2318,SERENDAH,2016,10/20/2016,Residential,DESA MELOR,JALAN MELOR 10H,"JALAN MELOR 10H, SERENDAH",3.2556582+101.6732647,3.2556582,101.6732647,SEMI-D,2799,81,227000,855,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,15.36,19.97,86.9,73.82,12000,304.59,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,8
2321,SERENDAH,2016,11/21/2016,Residential,TERATAI, JALAN BUNGA RAYA 3,"JALAN BUNGA RAYA 3, SERENDAH",3.379637+101.623451,3.379637,101.623451,FLAT,0,37,24000,650,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,40.09,48.33,109.56,90.57,12000,6000,1772.82,12000,NA,NA,NA,NA,1,0,0,NA,NA,
2323,SERENDAH,2016,3/15/2016,Residential,DESA KIAMBANG,JALAN KIAMBANG 1D,"JALAN KIAMBANG 1D, SERENDAH",3.0739444+101.6331293,3.0739444,101.6331293,SEMI-D,2400,100,240000,780,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,17.26,22.48,64.01,57.77,12000,2856.34,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2324,SERENDAH,2016,9/13/2016,Commercial,BUKIT SENTOSA,JALAN ORKID 1D,"JALAN ORKID 1D, SERENDAH",3.0178537+101.7335936,3.0178537,101.7335936,SHOPLOT,1399,113,300000,NA,Selengor,129,Town,0.00012995,30396.38,116.18,235.6308527,23.14,27.5,54.42,53.52,12000,6000,5000,12000,NA,NA,NA,NA,NA,0,0,3,NA,
2332,SERENDAH,2017,2/8/17,Residential,MAWAR, JALAN MAWAR 3A/3,"JALAN MAWAR 3A/3, SERENDAH",3.2976782+101.6256228,3.2976782,101.6256228,BUNGALOW,5748,80,460000,NA,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,23.67,24.18,95.22,78.03,6688.67,538.12,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,1
2335,SERENDAH,2017,2/6/17,Residential,TAMAN BUNGA RAYA,JALAN BUNGA RAYA 1,"JALAN BUNGA RAYA 1, SERENDAH",3.0739528+101.4962292,3.0739528,101.4962292,FLAT,0,128,90000,701,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,31.7,34.3,63.71,58.68,12000,169.69,226.1,2454.3,NA,NA,NA,7,20,0,0,5,NA,
2346,SERENDAH,2017,4/26/2017,Commercial,TAMAN KERUING,JALAN SEROJA 1C/1,"JALAN SEROJA 1C/1, SERENDAH",2.9313984+101.8562921,2.9313984,101.8562921,OFFICE,718,49,35000,NA,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,39.47,45.87,44.87,56.93,2862.66,6000,68.17,12000,NA,NA,NA,NA,9,0,0,NA,NA,
2348,SERENDAH,2017,7/31/2017,Residential,BUKIT BERUNTUNG, JALAN TANJUNG 3,"JALAN TANJUNG 3, SERENDAH",3.357243+101.6181103,3.357243,101.6181103,TERRACE HOUSE,3498,289,580000,NA,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,39.35,49.57,108.82,91.8,12000,389.06,5000,2121.27,1862.67,NA,NA,2,NA,0,0,1,NA,
2351,SERENDAH,2017,8/21/2017,Residential,ANGGERIK, PERSIARAN BUNGA RAYA,"PERSIARAN BUNGA RAYA, SERENDAH",3.3611115+101.6210118,3.3611115,101.6210118,APARTMENT,0,57,40000,701,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,39.58,49.72,109.05,91.97,12000,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2352,SERENDAH,2017,5/17/2017,Residential,MELOR APARTMENT,JALAN INAI 7,"JALAN INAI 7, SERENDAH",3.2477249+101.6638794,3.2477249,101.6638794,APARTMENT,0,78,58000,743,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,15.28,17.62,86.82,71.48,12000,198.23,5000,12000,NA,NA,NA,NA,NA,0,0,2,NA,
2353,SERENDAH,2017,5/9/17,Residential,MELOR APARTMENT, JALAN INAI 7,"JALAN INAI 7, SERENDAH",3.2477249+101.6638794,3.2477249,101.6638794,APARTMENT,0,61,45000,743,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,15.28,17.62,86.82,71.48,12000,198.23,5000,12000,NA,NA,NA,NA,NA,0,0,2,NA,
2357,SERENDAH,2017,2/6/17,Residential,TERATAI, PERSIARAN BUNGA RAYA,"PERSIARAN BUNGA RAYA, SERENDAH",3.3611115+101.6210118,3.3611115,101.6210118,FLAT,0,46,30000,650,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,39.58,49.72,109.05,91.97,12000,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2360,SERENDAH,2017,8/3/17,Residential,BUKIT BERUNTUNG,JALAN ADENIUM 2A/2,"JALAN ADENIUM 2A/2, SERENDAH",2.9938792+101.8124488,2.9938792,101.8124488,TERRACE HOUSE,1195,260,178000,685,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,30.15,33.23,52.44,57.2,12000,3437.4,367.33,2748.11,NA,NA,1,2,20,0,0,NA,NA,
2363,SERENDAH,2017,6/14/2017,Residential,ANGGERIK, PERSIARAN BUNGA RAYA,"PERSIARAN BUNGA RAYA, SERENDAH",3.3611115+101.6210118,3.3611115,101.6210118,APARTMENT,0,43,30000,701,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,39.58,49.72,109.05,91.97,12000,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2364,SERENDAH,2017,8/9/17,Residential,BUKIT BERUNTUNG,JALAN ADENIUM 2B,"JALAN ADENIUM 2B, SERENDAH",3.0488155+101.5353356,3.0488155,101.5353356,TERRACE HOUSE,1195,226,342240,NA,Selengor,129,Town,0.00012995,30781.15,120.25,238.6135659,28.06,30.1,58.64,51.53,12000,6000,5000,12000,NA,NA,NA,NA,NA,20,20,NA,NA,
2374,SHAH ALAM,2014,12/3/14,Residential,DENAI IMPIAN LAGOON RESIDENCES, JALAN ANGGERK MALAXIS 31/181,"JALAN ANGGERK MALAXIS 31/181, SHAH ALAM",3.0695839+101.4840729,3.0695839,101.4840729,TOWN HOUSE,1620,451,730000,NA,Selengor,290.3,City,9.91E-05,607304.6,110.85,2091.989666,31.46,32.3,63.46,56.68,12000,6000,5000,2147.75,NA,232.02,11,8,NA,0,0,NA,9,
2375,SHAH ALAM,2014,10/13/2014,Residential,DENAI IMPIAN LAGOON RESIDENCES, JALAN ANGGERIK MALAXIS 31/181,"JALAN ANGGERIK MALAXIS 31/181, SHAH ALAM",3.0647695+101.4530957,3.0647695,101.4530957,TOWN HOUSE,1620,448,725000,NA,Selengor,290.3,City,9.91E-05,607304.6,110.85,2091.989666,35.5,36.13,71.43,61.65,2846.82,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2376,SHAH ALAM,2014,6/24/2014,Commercial,DELIMA,JALAN ARCA U8/80,"JALAN ARCA U8/80, SHAH ALAM",3.2371954+101.6546556,3.2371954,101.6546556,SHOP UNIT,355,451,160000,NA,Selengor,290.3,City,9.91E-05,607304.6,110.85,2091.989666,15.9,20.02,87.45,73.88,12000,6000,5000,12000,NA,NA,NA,NA,NA,0,0,1,NA,
2379,SHAH ALAM,2015,12/3/15,Residential,DENAI IMPIAN LAGOON RESIDENCES, JALAN ANGGERK MALAXIS 31/181,"JALAN ANGGERK MALAXIS 31/181, SHAH ALAM",3.0695839+101.4840729,3.0695839,101.4840729,TOWN HOUSE,1625,462,750000,NA,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,31.46,32.3,63.46,56.68,12000,6000,5000,2147.75,NA,232.02,11,8,NA,0,0,NA,9,
2380,SHAH ALAM,2015,11/3/15,Residential,DENAI IMPIAN LAGOON RESIDENCES,JALAN ANGGERIK MALAXIS 31/181,"JALAN ANGGERIK MALAXIS 31/181, SHAH ALAM",3.0647695+101.4530957,3.0647695,101.4530957,TOWN HOUSE,1625,446,725000,NA,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,35.5,36.13,71.43,61.65,2846.82,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2383,SHAH ALAM,2015,12/7/15,Residential,DENAI IMPIAN LAGOON RESIDENCES,JALAN ANGGERIK ARANDA 31/30,"JALAN ANGGERIK ARANDA 31/30, SHAH ALAM",3.1295754+101.7743078,3.1295754,101.7743078,TOWN HOUSE,980,427,418000,980,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,15.82,19.78,73.78,65.43,2448.77,6000,187.15,12000,NA,NA,NA,NA,20,0,0,NA,NA,20
2384,SHAH ALAM,2015,3/27/2015,Residential,ANTILLA LAGOON, JALAN ANGGERIK MALAXIS 31/171,"JALAN ANGGERIK MALAXIS 31/171, SHAH ALAM",3.0562761+101.6055272,3.0562761,101.6055272,TOWN HOUSE,1916,297,570000,NA,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,24.82,31.6,56.42,53.87,1193.57,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2386,SHAH ALAM,2015,2/8/15,Residential,AMVERTON PARK @ BUKIT KEMUNING GOLD & COUNTRY RESORT, JALAN SUNGAI MERBAU 32/77,"JALAN SUNGAI MERBAU 32/77, SHAH ALAM",3.2382777+101.644508,3.2382777,101.644508,BUNGALOW,5436,524,2850000,NA,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,17.1,22.6,83.74,76.23,12000,85.06,5000,12000,NA,194.26,NA,NA,NA,0,0,NA,8,
2387,SHAH ALAM,2015,5/5/15,Residential,ANTILLA LAGOON, JALAN ANGGERIK MALAXIS 31/171,"JALAN ANGGERIK MALAXIS 31/171, SHAH ALAM",3.0562761+101.6055272,3.0562761,101.6055272,TOWN HOUSE,1787,425,760000,NA,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,24.82,31.6,56.42,53.87,1193.57,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2388,SHAH ALAM,2015,1/6/15,Residential,ANTILLA LAGOON,JALAN ANGGERIK MALAXIS 31/171,"JALAN ANGGERIK MALAXIS 31/171, SHAH ALAM",3.0562761+101.6055272,3.0562761,101.6055272,TOWN HOUSE,1918,368,705000,NA,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,24.82,31.6,56.42,53.87,1193.57,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2390,SHAH ALAM,2015,3/6/15,Commercial,SEKSYEN 22 SHAH ALAM,JALAN JUBLI PERAK 22/1,"JALAN JUBLI PERAK 22/1, SHAH ALAM",2.9290335+101.8616837,2.9290335,101.8616837,SHOP UNIT,29281,242,7080000,NA,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,43.63,46.57,45.53,56.83,12000,6000,5000,12000,772.02,NA,NA,NA,NA,0,0,NA,NA,
2391,SHAH ALAM,2015,7/1/15,Residential,ANTILLA LAGOON,JALAN ANGGERIK MALAXIS 31/171,"JALAN ANGGERIK MALAXIS 31/171, SHAH ALAM",3.0562761+101.6055272,3.0562761,101.6055272,TOWN HOUSE,1787,428,765000,NA,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,24.82,31.6,56.42,53.87,1193.57,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2392,SHAH ALAM,2015,1/27/2015,Commercial,SURIA JELUTONG,JALAN BAZAR U8/99,"JALAN BAZAR U8/99, SHAH ALAM",2.9938792+101.8124488,2.9938792,101.8124488,SHOP UNIT,232,328,76000,NA,Selengor,290.3,City,9.91E-05,599596.1,114.35,2065.436101,30.15,33.23,52.44,57.2,1281.69,6000,367.33,2748.11,NA,NA,1,2,20,0,15,NA,NA,
2395,SHAH ALAM,2016,10/26/2016,Residential,SERI IXORA,JALAN PERIMBUN 27/11 (SERI IXORA),"JALAN PERIMBUN 27/11 (SERI IXORA), SHAH ALAM",3.0009364+101.5463389,3.0009364,101.5463389,APARTMENT,0,387,300000,775,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,35.43,36.45,63.76,54.38,1964.75,6000,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,
2396,SHAH ALAM,2016,10/27/2016,Residential,SERI IXORA,JALAN BERIMBUN 27/11 (SRI EXORA),"JALAN BERIMBUN 27/11 (SRI EXORA), SHAH ALAM",3.2409693+101.6496754,3.2409693,101.6496754,APARTMENT,0,387,300000,775,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,16.61,22.27,88.16,76.13,12000,6000,5000,12000,NA,NA,20,NA,NA,0,0,2,NA,
2397,SHAH ALAM,2016,9/19/2016,Residential,CANARY GARDEN @ BANDAR BESTARI,JALAN BESTARI 1B,"JALAN BESTARI 1B, SHAH ALAM",3.2705829+101.6729145,3.2705829,101.6729145,SEMI-D,2560,359,918000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,17.75,27.83,89.3,81.7,12000,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,8
2398,SHAH ALAM,2016,9/14/2016,Residential,PRIMA U1,JALAN KERJAYA (PRIMA U1 CONDO),"JALAN KERJAYA (PRIMA U1 CONDO), SHAH ALAM",2.9926025+101.5252599,2.9926025,101.5252599,CONDOMINIUM,0,314,345000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,34.96,36.22,63.28,54.17,658.37,6000,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,
2399,SHAH ALAM,2016,11/9/16,Residential,U9 SHAH ALAM - CAHAYA HEIGHTS (SPK),JALAN HIJAU PELANGI U9/51B,"JALAN HIJAU PELANGI U9/51B, SHAH ALAM",3.072423+101.633277,3.072423,101.633277,SEMI-D,4962,252,1250000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,17.96,24.55,64.12,57.87,12000,6000,5000,12000,NA,275.16,NA,NA,NA,0,0,NA,3,
2400,SHAH ALAM,2016,11/16/2016,Residential,PRIMA U1,JALAN KERJAYA (PRIMA U1 CONDO),"JALAN KERJAYA (PRIMA U1 CONDO), SHAH ALAM",2.9926025+101.5252599,2.9926025,101.5252599,CONDOMINIUM,0,367,360000,980,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,34.96,36.22,63.28,54.17,658.37,6000,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,
2401,SHAH ALAM,2016,11/21/2016,Residential,SEKSYEN 19 SHAH ALAM,JALAN 19/5,"JALAN 19/5, SHAH ALAM",2.9798571+101.3465867,2.9798571,101.3465867,FLAT,0,135,80000,592,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,55.82,53.17,84.15,71.1,12000,2942.49,5000,12000,NA,NA,NA,NA,NA,4,0,NA,NA,
2402,SHAH ALAM,2016,9/30/2016,Residential,PURI AIYU,JALAN JUBLI PERAK 22/1SEKSYEN 22SHAH ALAM,"JALAN JUBLI PERAK 22/1 SEKSYEN 22, SHAH ALAM",2.8979918+101.8602059,2.8979918,101.8602059,CONDOMINIUM,0,407,450000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,47.53,51.2,43.27,56.62,12000,6000,5000,12000,770.07,NA,2,NA,NA,0,0,1,NA,
2403,SHAH ALAM,2016,12/23/2016,Residential,PRIMA U1,JALAN KERJAYA (PRIMA U1 CONDO),"JALAN KERJAYA (PRIMA U1 CONDO), SHAH ALAM",2.9926025+101.5252599,2.9926025,101.5252599,CONDOMINIUM,0,337,330000,980,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,34.96,36.22,63.28,54.17,658.37,6000,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,
2404,SHAH ALAM,2016,2/25/2016,Residential,ANTILLA LAGOON,JALAN ANGGERIK MALAXIS 31/171,"JALAN ANGGERIK MALAXIS 31/171, SHAH ALAM",3.0562761+101.6055272,3.0562761,101.6055272,TOWN HOUSE,1916,313,600000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,24.82,31.6,56.42,53.87,1193.57,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2405,SHAH ALAM,2016,11/18/2016,Residential,CANARY GARDEN @ BANDAR BESTARI, JALAN BESTARI 1B,"JALAN BESTARI 1B, SHAH ALAM",3.2705829+101.6729145,3.2705829,101.6729145,SEMI-D,2560,363,930000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,17.75,27.83,89.3,81.7,12000,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,8
2406,SHAH ALAM,2016,9/21/2016,Residential,PRIMA U1,JALAN KERJAYA (PRIMA U1 CONDO),"JALAN KERJAYA (PRIMA U1 CONDO), SHAH ALAM",2.9926025+101.5252599,2.9926025,101.5252599,CONDOMINIUM,0,341,375000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,34.96,36.22,63.28,54.17,658.37,6000,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,
2407,SHAH ALAM,2016,5/3/16,Residential,DENAI IMPIAN LAGOON RESIDENCES,JALAN ANGGERIK MALAXIS 31/181,"JALAN ANGGERIK MALAXIS 31/181, SHAH ALAM",3.0647695+101.4530957,3.0647695,101.4530957,TOWN HOUSE,1625,431,700000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,35.5,36.13,71.43,61.65,2846.82,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
2409,SHAH ALAM,2016,1/11/16,Commercial,SEKSYEN 3 SHAH ALAM,JALAN RU 3/9A,"JALAN RU 3/9A, SHAH ALAM",3.0804845+101.6437451,3.0804845,101.6437451,OFFICE,719,292,210000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,14.29,17.85,63.38,55.85,12000,6000,5000,1354.6,NA,NA,NA,20,NA,20,0,NA,NA,
2410,SHAH ALAM,2016,10/19/2016,Residential,PURI AIYU,JALAN JUBLI PERAK 22/1SEKSYEN 22SHAH ALAM,"JALAN JUBLI PERAK 22/1 SEKSYEN 22, SHAH ALAM",2.8979918+101.8602059,2.8979918,101.8602059,CONDOMINIUM,0,427,900000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,47.53,51.2,43.27,56.62,12000,6000,5000,12000,770.07,NA,2,NA,NA,0,0,1,NA,
2411,SHAH ALAM,2016,10/31/2016,Residential,PURI AIYU,JALAN JUBLI PERAK 22/1SEKSYEN 22SHAH ALAM,"JALAN JUBLI PERAK 22/1 SEKSYEN 22, SHAH ALAM",2.8979918+101.8602059,2.8979918,101.8602059,CONDOMINIUM,0,369,370000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,47.53,51.2,43.27,56.62,12000,6000,5000,12000,770.07,NA,2,NA,NA,0,0,1,NA,
2413,SHAH ALAM,2016,12/2/16,Residential,PRIMA U1,JALAN KERJAYA (PRIMA U1 CONDO),"JALAN KERJAYA (PRIMA U1 CONDO), SHAH ALAM",2.9926025+101.5252599,2.9926025,101.5252599,CONDOMINIUM,0,364,400000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,34.96,36.22,63.28,54.17,658.37,6000,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,
2414,SHAH ALAM,2016,7/18/2016,Residential,DENAI IMPIAN LAGOON RESIDENCES,JALAN ANGGERIK MALAXIS 31/181,"JALAN ANGGERIK MALAXIS 31/181, SHAH ALAM",3.0647695+101.4530957,3.0647695,101.4530957,TOWN HOUSE,1625,452,735000,NA,Selengor,290.3,City,9.91E-05,617118.9,116.18,2125.797106,35.5,36.13,71.43,61.65,2846.82,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
